,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,232.98436,0,230,0,236.02217
1,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,233.78453,0,230,0,236.02217
2,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,234.10655,0,230,0,236.02217
3,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,234.35469,0,230,0,236.02217
4,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,235.19395,0,230,0,236.02217
5,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,236.02217,0,230,0,236.02217
6,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,235.53447,0,230,0,236.02217
7,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,234.33174,0,230,0,236.02217
8,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,233.49821,0,230,0,236.02217
9,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,233.50883,0,230,0,236.02217
10,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,233.43889,0,230,0,236.02217
11,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,232.94986,0,230,0,236.02217
12,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,232.43169,0,230,0,236.02217
13,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,231.80176,0,230,0,236.02217
14,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,230.63773,0,230,0,236.02217
15,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,229.0201,0,230,0,236.02217
16,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,228.03316,0,230,0,236.02217
17,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,226.56613,0,230,0,236.02217
18,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,225.01349,0,230,0,236.02217
19,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,224.03941,0,230,0,236.02217
20,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,223.51352,0,230,0,236.02217
0,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,112.33406,0,230,1,129.9305
1,1_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,111.9231,0,230,1,129.9305
