,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,761.65204,0,175,0,793.07086
1,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,769.93365,0,175,0,793.07086
2,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,773.83685,0,175,0,793.07086
3,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,781.8577,0,175,0,793.07086
4,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,791.414,0,175,0,793.07086
5,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,793.07086,0,175,0,793.07086
6,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,788.5874,0,175,0,793.07086
7,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,776.986,0,175,0,793.07086
8,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,761.08105,0,175,0,793.07086
9,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,744.5952,0,175,0,793.07086
10,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,728.76355,0,175,0,793.07086
11,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,714.96136,0,175,0,793.07086
12,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,702.09235,0,175,0,793.07086
13,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,692.13776,0,175,0,793.07086
14,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,686.79,0,175,0,793.07086
15,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,683.253,0,175,0,793.07086
16,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,678.69824,0,175,0,793.07086
17,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,669.55566,0,175,0,793.07086
18,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,655.0042,0,175,0,793.07086
19,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,636.0666,0,175,0,793.07086
20,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,616.4205,0,175,0,793.07086
0,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,156.43643,0,175,1,251.3361
1,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,157.13654,0,175,1,251.3361
2,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,177.86314,0,175,1,251.3361
3,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,223.7837,0,175,1,251.3361
4,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,251.3361,0,175,1,251.3361
5,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,244.40408,0,175,1,251.3361
6,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,213.4651,0,175,1,251.3361
7,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,174.94444,0,175,1,251.3361
8,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,154.00166,0,175,1,251.3361
9,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,153.76588,0,175,1,251.3361
10,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,152.07375,0,175,1,251.3361
11,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,149.78128,0,175,1,251.3361
12,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,149.3347,0,175,1,251.3361
13,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,150.46123,0,175,1,251.3361
14,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,150.75839,0,175,1,251.3361
15,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,150.6125,0,175,1,251.3361
16,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,149.97076,0,175,1,251.3361
17,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,149.14137,0,175,1,251.3361
18,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,148.11536,0,175,1,251.3361
19,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,146.65573,0,175,1,251.3361
20,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,145.38475,0,175,1,251.3361
0,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,140.95601,0,175,2,930.8115
1,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,159.77805,0,175,2,930.8115
2,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,207.63162,0,175,2,930.8115
3,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,301.54352,0,175,2,930.8115
4,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,429.9821,0,175,2,930.8115
5,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,588.2694,0,175,2,930.8115
6,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,739.6557,0,175,2,930.8115
7,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,832.9678,0,175,2,930.8115
8,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,885.96094,0,175,2,930.8115
9,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,914.687,0,175,2,930.8115
10,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,928.52386,0,175,2,930.8115
11,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,930.8115,0,175,2,930.8115
12,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,925.5494,0,175,2,930.8115
13,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,880.53955,0,175,2,930.8115
14,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,752.0065,0,175,2,930.8115
15,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,570.46576,0,175,2,930.8115
16,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,382.51352,0,175,2,930.8115
17,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,255.05815,0,175,2,930.8115
18,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,198.25166,0,175,2,930.8115
19,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,176.34967,0,175,2,930.8115
20,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,159.93983,0,175,2,930.8115
0,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,325.5018,0,175,3,2769.569
1,18_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,324.82205,0,175,3,2769.569
