,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,260.9726,0,299,0,260.9726
1,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,257.7226,0,299,0,260.9726
2,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,253.90791,0,299,0,260.9726
3,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,248.95636,0,299,0,260.9726
4,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,242.38701,0,299,0,260.9726
5,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,238.22733,0,299,0,260.9726
6,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,238.28851,0,299,0,260.9726
7,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,236.99695,0,299,0,260.9726
8,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,233.89694,0,299,0,260.9726
9,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,230.09738,0,299,0,260.9726
10,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,226.44598,0,299,0,260.9726
11,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,222.67805,0,299,0,260.9726
12,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,217.99109,0,299,0,260.9726
13,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,214.34595,0,299,0,260.9726
14,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,210.6169,0,299,0,260.9726
15,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,207.1073,0,299,0,260.9726
16,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,203.77069,0,299,0,260.9726
17,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,199.62523,0,299,0,260.9726
18,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,195.07486,0,299,0,260.9726
19,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,191.70667,0,299,0,260.9726
20,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,190.06982,0,299,0,260.9726
0,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,128.04356,0,299,1,139.10913
1,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,135.95753,0,299,1,139.10913
2,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,137.63255,0,299,1,139.10913
3,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,130.93117,0,299,1,139.10913
4,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,125.53945,0,299,1,139.10913
5,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,126.81196,0,299,1,139.10913
6,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,131.34718,0,299,1,139.10913
7,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,136.24222,0,299,1,139.10913
8,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,139.10913,0,299,1,139.10913
9,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,138.27942,0,299,1,139.10913
10,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,136.27014,0,299,1,139.10913
11,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,131.07542,0,299,1,139.10913
12,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,126.96173,0,299,1,139.10913
13,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,125.34169,0,299,1,139.10913
14,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,125.34654,0,299,1,139.10913
15,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,125.242195,0,299,1,139.10913
16,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,124.11979,0,299,1,139.10913
17,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,121.934105,0,299,1,139.10913
18,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,119.47462,0,299,1,139.10913
19,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,117.61048,0,299,1,139.10913
20,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,117.2898,0,299,1,139.10913
0,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,219.07396,0,299,2,1454.0498
1,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,231.76183,0,299,2,1454.0498
2,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,252.65202,0,299,2,1454.0498
3,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,287.20853,0,299,2,1454.0498
4,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,366.0376,0,299,2,1454.0498
5,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,551.6486,0,299,2,1454.0498
6,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,853.4788,0,299,2,1454.0498
7,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,1157.7994,0,299,2,1454.0498
8,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,1358.9806,0,299,2,1454.0498
9,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,1433.145,0,299,2,1454.0498
10,10_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,1454.0498,0,299,2,1454.0498
