,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,267.19443,0,116,0,267.19443
1,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,264.17596,0,116,0,267.19443
2,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,260.08566,0,116,0,267.19443
3,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,257.87674,0,116,0,267.19443
4,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,255.15036,0,116,0,267.19443
5,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,251.53293,0,116,0,267.19443
6,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,248.80025,0,116,0,267.19443
7,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,248.58524,0,116,0,267.19443
8,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,249.39154,0,116,0,267.19443
9,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,248.45584,0,116,0,267.19443
10,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,246.23538,0,116,0,267.19443
11,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,238.34348,0,116,0,267.19443
12,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,231.23123,0,116,0,267.19443
13,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,225.11377,0,116,0,267.19443
14,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,220.20657,0,116,0,267.19443
15,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,217.34656,0,116,0,267.19443
16,2_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,214.34805,0,116,0,267.19443
