,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,200.82057,0,227,0,205.3405
1,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,200.86787,0,227,0,205.3405
2,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,200.09364,0,227,0,205.3405
3,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,199.77284,0,227,0,205.3405
4,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,201.73566,0,227,0,205.3405
5,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,204.54607,0,227,0,205.3405
6,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,205.3405,0,227,0,205.3405
7,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,205.11858,0,227,0,205.3405
8,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,204.72833,0,227,0,205.3405
9,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,204.88113,0,227,0,205.3405
10,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,204.65956,0,227,0,205.3405
11,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,203.84538,0,227,0,205.3405
12,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,202.64351,0,227,0,205.3405
13,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,200.84525,0,227,0,205.3405
14,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,198.10004,0,227,0,205.3405
15,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,195.02832,0,227,0,205.3405
16,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,190.78468,0,227,0,205.3405
17,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,185.48958,0,227,0,205.3405
18,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,181.0288,0,227,0,205.3405
19,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,175.59866,0,227,0,205.3405
20,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,171.69418,0,227,0,205.3405
0,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,112.87042,0,227,1,250.23772
1,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,117.302124,0,227,1,250.23772
2,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,123.67378,0,227,1,250.23772
3,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,129.48619,0,227,1,250.23772
4,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,130.72847,0,227,1,250.23772
5,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,128.154,0,227,1,250.23772
6,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,123.3367,0,227,1,250.23772
7,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,119.3834,0,227,1,250.23772
8,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,118.721245,0,227,1,250.23772
9,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,130.58043,0,227,1,250.23772
10,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,156.29529,0,227,1,250.23772
11,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,199.48569,0,227,1,250.23772
12,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,238.67339,0,227,1,250.23772
13,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,250.23772,0,227,1,250.23772
14,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,221.95125,0,227,1,250.23772
15,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,175.35521,0,227,1,250.23772
16,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,140.66801,0,227,1,250.23772
17,16_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,125.60026,0,227,1,250.23772
