,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,260.73795,0,203,0,279.70618
1,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,262.1236,0,203,0,279.70618
2,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,263.53345,0,203,0,279.70618
3,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,264.24536,0,203,0,279.70618
4,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,263.94434,0,203,0,279.70618
5,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,263.66818,0,203,0,279.70618
6,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,264.1869,0,203,0,279.70618
7,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,265.8968,0,203,0,279.70618
8,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,268.7996,0,203,0,279.70618
9,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,271.20538,0,203,0,279.70618
10,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,273.3344,0,203,0,279.70618
11,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,275.25284,0,203,0,279.70618
12,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,276.4306,0,203,0,279.70618
13,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,278.0157,0,203,0,279.70618
14,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,279.70618,0,203,0,279.70618
15,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,279.57037,0,203,0,279.70618
16,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,278.27005,0,203,0,279.70618
17,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,278.13416,0,203,0,279.70618
18,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,278.57913,0,203,0,279.70618
19,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,279.31982,0,203,0,279.70618
20,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,278.96048,0,203,0,279.70618
0,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,113.07966,0,203,1,131.44258
1,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,113.46373,0,203,1,131.44258
2,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,114.00827,0,203,1,131.44258
3,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,114.10356,0,203,1,131.44258
4,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,114.57421,0,203,1,131.44258
5,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,115.58705,0,203,1,131.44258
6,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,117.85483,0,203,1,131.44258
7,5_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,121.10746,0,203,1,131.44258
