,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,227.66019,0,166,0,238.63545
1,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,227.78888,0,166,0,238.63545
2,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,229.16054,0,166,0,238.63545
3,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,231.4519,0,166,0,238.63545
4,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,234.8671,0,166,0,238.63545
5,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,237.0188,0,166,0,238.63545
6,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,237.54694,0,166,0,238.63545
7,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,236.7757,0,166,0,238.63545
8,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,234.6443,0,166,0,238.63545
9,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,231.2445,0,166,0,238.63545
10,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,227.02728,0,166,0,238.63545
11,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,223.9061,0,166,0,238.63545
12,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,223.5652,0,166,0,238.63545
13,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,225.69397,0,166,0,238.63545
14,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,227.96175,0,166,0,238.63545
15,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,229.38297,0,166,0,238.63545
16,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,230.72597,0,166,0,238.63545
17,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,232.73123,0,166,0,238.63545
18,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,234.44714,0,166,0,238.63545
19,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,237.02203,0,166,0,238.63545
20,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,238.63545,0,166,0,238.63545
0,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,113.67216,0,166,1,131.93602
1,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,116.470856,0,166,1,131.93602
2,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,120.385925,0,166,1,131.93602
3,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,124.80652,0,166,1,131.93602
4,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,129.1309,0,166,1,131.93602
5,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,131.93602,0,166,1,131.93602
6,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,130.94974,0,166,1,131.93602
7,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,130.39352,0,166,1,131.93602
8,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,126.95771,0,166,1,131.93602
9,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,124.89179,0,166,1,131.93602
10,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,122.104904,0,166,1,131.93602
11,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,120.086815,0,166,1,131.93602
12,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,118.22289,0,166,1,131.93602
13,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,117.451256,0,166,1,131.93602
14,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,117.0134,0,166,1,131.93602
15,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,117.228516,0,166,1,131.93602
16,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,118.01521,0,166,1,131.93602
17,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,118.88272,0,166,1,131.93602
18,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,119.30253,0,166,1,131.93602
19,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,117.83823,0,166,1,131.93602
20,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,115.6964,0,166,1,131.93602
0,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,181.52763,0,166,2,1438.2147
1,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,260.65356,0,166,2,1438.2147
2,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,443.55923,0,166,2,1438.2147
3,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,697.73505,0,166,2,1438.2147
4,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,951.0209,0,166,2,1438.2147
5,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,1010.4477,0,166,2,1438.2147
6,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,967.5194,0,166,2,1438.2147
7,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,926.524,0,166,2,1438.2147
8,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,978.97345,0,166,2,1438.2147
9,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,1127.2074,0,166,2,1438.2147
10,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,1341.1016,0,166,2,1438.2147
11,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,1438.2147,0,166,2,1438.2147
12,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,1307.975,0,166,2,1438.2147
13,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,986.8446,0,166,2,1438.2147
14,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,616.8889,0,166,2,1438.2147
15,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,363.0764,0,166,2,1438.2147
16,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,235.84239,0,166,2,1438.2147
17,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,202.8161,0,166,2,1438.2147
18,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,189.26253,0,166,2,1438.2147
19,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,9,176.01419,0,166,2,1438.2147
20,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,10,161.99738,0,166,2,1438.2147
0,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,318.35526,0,166,3,4270.133
1,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,344.6463,0,166,3,4270.133
2,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,381.15112,0,166,3,4270.133
3,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,465.39087,0,166,3,4270.133
4,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,804.1445,0,166,3,4270.133
5,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,1547.113,0,166,3,4270.133
6,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,2655.0125,0,166,3,4270.133
7,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,3665.9753,0,166,3,4270.133
8,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,4270.133,0,166,3,4270.133
9,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,3909.0085,0,166,3,4270.133
10,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,2961.6038,0,166,3,4270.133
11,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,1754.1433,0,166,3,4270.133
12,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,949.1652,0,166,3,4270.133
13,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,513.43054,0,166,3,4270.133
14,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,341.29373,0,166,3,4270.133
15,6_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,305.12515,0,166,3,4270.133
