,image,px_out_from_centre,px_value,px_along_axis,total_axis_length_px,channel,max_signal_perpendicular
0,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-10,231.28181,0,289,0,233.76562
1,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-9,230.17998,0,289,0,233.76562
2,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-8,226.8161,0,289,0,233.76562
3,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-7,227.55257,0,289,0,233.76562
4,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-6,231.15796,0,289,0,233.76562
5,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-5,233.58583,0,289,0,233.76562
6,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-4,233.76562,0,289,0,233.76562
7,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-3,232.23462,0,289,0,233.76562
8,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-2,230.11629,0,289,0,233.76562
9,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,-1,225.28519,0,289,0,233.76562
10,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,0,220.3745,0,289,0,233.76562
11,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,1,217.51529,0,289,0,233.76562
12,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,2,215.01143,0,289,0,233.76562
13,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,3,215.54984,0,289,0,233.76562
14,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,4,217.3787,0,289,0,233.76562
15,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,5,218.00229,0,289,0,233.76562
16,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,6,217.93277,0,289,0,233.76562
17,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,7,220.22726,0,289,0,233.76562
18,8_100xB6_260918A_D_MLH1_Scp3_Syce2_straight.tif,8,221.76373,0,289,0,233.76562
